sepal_length,sepal_width,petal_length,petal_width,species
5.42,2.89,1.64,1.67,virginica
6.5,2.99,6.09,1.02,setosa
6.01,3.78,3.68,1.16,setosa
5.95,3.27,4.13,0.7,versicolor
6.48,3.61,2.83,1.73,virginica
5.69,3.24,1.71,1.54,versicolor
6.11,2.72,2.79,0.89,versicolor
5.72,3.05,4.03,0.57,virginica
6.01,3.09,4.71,0.41,versicolor
5.33,2.62,3.94,1.79,virginica
3.85,2.85,4.22,1.27,virginica
5.69,2.92,3.19,1.33,versicolor
6.94,3.64,4.44,0.71,virginica
6.54,2.17,5.92,0.32,setosa
6.57,3.48,4.76,1.78,setosa
6.79,2.63,4.91,1.23,setosa
5.87,2.45,4.14,1.74,setosa
5.96,3.47,1.45,0.97,versicolor
5.31,3.29,2.13,1.06,setosa
5.55,3.5,4.38,1.63,setosa
6.29,3.32,3.68,1.64,setosa
6.76,3.82,4.36,1.68,setosa
5.69,3.22,6.21,1.02,versicolor
5.44,2.94,4.79,1.57,setosa
5.8,3.14,5.59,1.87,virginica
6.28,3.5,3.84,1.14,virginica
4.64,2.69,2.49,0.89,versicolor
3.96,2.74,3.61,2.01,versicolor
5.36,2.88,2.49,0.81,versicolor
4.82,2.16,6.04,1.58,setosa
5.39,3.06,4.89,1.16,versicolor
5.68,2.25,4.48,0.1,setosa
5.44,3.02,5.55,1.88,versicolor
6.96,3.35,0.67,-0.45,virginica
6.06,2.81,4.58,0.01,virginica
6.04,3.67,1.73,1.52,setosa
6.3,2.42,3.69,1.52,versicolor
4.89,3.48,3.23,0.82,virginica
6.63,3.27,4.69,1.29,setosa
5.74,2.31,4.04,-0.32,virginica
6.34,4.08,5.72,1.62,versicolor
4.94,2.97,2.8,1.35,setosa
4.56,2.65,4.76,1.17,virginica
6.45,2.44,3.94,1.21,versicolor
6.1,2.91,1.25,1.5,setosa
5.08,2.95,2.32,1.18,virginica
5.1,3.04,3.48,0.08,virginica
6.7,2.88,5.37,2.52,setosa
4.85,3.25,4.4,1.92,versicolor
7.11,2.84,1.95,0.43,setosa
5.08,2.23,3.49,0.99,virginica
6.31,2.94,6.73,1.06,virginica
5.54,2.05,3.87,1.85,virginica
6.28,3.14,3.21,-0.1,versicolor
5.36,2.61,4.44,0.9,virginica
5.67,3.07,4.85,0.14,virginica
5.83,3.53,3.02,1.03,setosa
5.0,2.62,4.45,0.92,virginica
6.39,3.42,3.21,1.25,setosa
5.39,2.83,4.78,0.84,virginica
5.62,3.7,3.95,0.75,setosa
5.0,2.85,4.42,1.57,setosa
3.75,2.66,2.56,1.47,setosa
5.65,3.27,2.47,1.53,setosa
7.73,2.83,5.12,1.09,versicolor
6.43,2.66,3.58,0.86,virginica
5.78,2.81,4.13,1.13,versicolor
5.59,2.98,3.24,1.5,virginica
5.82,3.54,5.05,-0.11,setosa
6.24,2.23,2.79,1.44,virginica
4.86,3.01,3.5,1.39,setosa
6.69,3.25,4.88,1.24,virginica
6.37,3.08,5.46,1.11,setosa
6.37,3.52,2.91,-0.34,virginica
6.15,2.97,6.64,0.94,virginica
5.82,2.93,4.17,2.27,virginica
6.34,3.24,2.14,1.21,setosa
6.27,3.04,4.25,1.02,virginica
5.52,2.84,3.13,1.21,setosa
5.34,3.21,4.35,1.41,versicolor
5.88,2.74,3.64,1.6,virginica
7.04,2.76,3.81,1.06,setosa
4.81,2.79,2.33,1.45,setosa
4.63,3.54,5.19,2.21,setosa
5.93,1.71,1.97,1.8,versicolor
5.84,3.16,2.04,2.6,setosa
5.94,3.01,4.25,0.81,versicolor
6.0,2.33,6.1,2.21,versicolor
5.62,3.12,3.17,0.73,setosa
6.99,3.19,4.75,1.41,virginica
4.52,3.24,5.31,1.64,versicolor
5.14,1.94,4.92,0.89,setosa
5.72,3.55,3.23,1.25,versicolor
4.49,2.7,2.06,1.75,setosa
5.66,3.27,0.39,0.77,setosa
7.13,3.3,3.31,2.2,versicolor
5.82,2.65,5.47,0.37,setosa
5.98,3.26,2.01,2.36,versicolor
4.79,2.85,4.75,1.8,setosa
5.31,2.17,2.27,1.15,virginica
5.5,3.47,3.86,0.96,virginica
5.55,2.69,4.76,0.9,versicolor
6.83,2.66,2.71,1.12,versicolor
6.25,2.84,3.96,1.17,versicolor
4.91,3.11,3.08,1.95,versicolor
6.0,2.98,4.76,2.38,virginica
6.2,3.22,4.05,1.32,versicolor
6.71,2.46,3.78,0.69,setosa
7.06,2.7,6.04,0.87,setosa
4.99,2.95,4.69,1.09,versicolor
5.15,3.76,2.66,0.58,setosa
4.79,2.95,3.57,0.49,versicolor
5.61,3.43,3.59,2.46,setosa
6.17,3.02,3.82,1.38,setosa
6.59,2.81,7.49,0.7,versicolor
5.74,2.9,4.26,1.69,versicolor
5.54,2.93,0.65,0.49,virginica
5.92,3.24,2.89,0.54,versicolor
5.13,3.55,0.8,0.72,virginica
7.47,3.14,3.21,2.19,versicolor
4.51,3.47,0.72,1.05,setosa
5.95,2.61,2.39,-0.27,virginica
7.42,2.83,1.42,1.93,setosa
5.81,2.71,4.28,1.02,versicolor
5.65,3.13,3.7,0.09,versicolor
5.51,2.86,4.15,1.01,versicolor
5.66,3.29,3.54,1.51,versicolor
6.9,2.63,1.61,1.44,virginica
4.03,3.02,4.47,2.28,virginica
7.03,3.27,6.58,0.69,versicolor
4.66,2.17,4.31,1.23,setosa
5.59,3.85,3.06,0.78,virginica
5.46,2.89,1.56,0.27,setosa
6.27,2.19,2.34,1.73,versicolor
4.52,3.06,4.38,1.48,virginica
6.17,3.01,5.31,1.37,virginica
7.42,2.97,4.09,1.46,virginica
4.71,3.4,4.9,0.79,setosa
5.95,3.3,4.76,0.6,versicolor
5.27,3.12,4.46,1.22,versicolor
6.14,3.18,2.71,1.9,virginica
5.82,2.96,3.96,2.16,virginica
5.29,3.71,2.43,1.68,versicolor
6.19,2.41,3.73,1.22,setosa
7.24,3.06,4.2,1.36,virginica
5.65,3.03,6.22,1.21,setosa
6.38,3.33,1.74,0.58,setosa
4.77,2.66,4.42,1.21,versicolor
5.03,2.3,5.92,0.4,versicolor
6.18,3.06,4.84,1.13,setosa
6.99,3.11,4.95,2.18,setosa
6.08,3.6,4.58,1.69,versicolor
5.55,2.49,5.65,0.65,virginica
5.8,3.46,2.07,1.16,setosa
4.8,3.95,1.62,0.7,virginica
6.28,2.85,3.69,1.16,setosa
6.51,2.48,0.46,1.82,versicolor
5.44,2.84,5.55,1.59,virginica
5.42,3.01,5.53,2.69,versicolor
6.01,3.23,3.05,1.92,setosa
5.45,2.76,3.14,1.32,versicolor
5.75,3.62,3.59,1.61,virginica
7.48,2.55,3.78,1.08,versicolor
5.6,2.3,3.89,0.52,virginica
5.51,3.44,4.54,1.98,versicolor
5.28,2.09,3.44,1.81,versicolor
6.4,2.92,5.11,1.06,virginica
5.66,4.25,4.37,1.36,virginica
5.28,3.0,2.79,1.94,virginica
6.86,2.55,5.7,1.71,setosa
6.94,2.98,1.66,0.32,versicolor
5.32,2.98,3.56,1.35,virginica
4.31,3.06,5.15,1.1,setosa
6.61,3.26,2.62,1.87,setosa
5.25,2.58,4.16,1.82,virginica
6.43,3.68,4.52,1.99,virginica
4.22,3.1,2.41,0.53,virginica
6.51,3.29,3.59,0.73,setosa
4.83,2.75,3.47,1.87,setosa
6.38,3.51,2.87,0.85,versicolor
5.81,2.9,7.15,0.29,setosa
5.04,3.11,2.56,1.52,virginica
5.47,2.63,5.21,0.87,versicolor
6.35,2.6,3.11,2.27,versicolor
5.88,3.28,2.07,1.38,versicolor
6.27,2.82,3.85,1.3,versicolor
7.38,2.66,4.67,0.98,virginica
4.55,2.74,5.08,2.15,versicolor
7.09,3.28,6.04,1.42,virginica
5.88,2.75,8.12,0.95,setosa
5.08,2.95,4.08,0.72,virginica
4.74,3.01,2.71,1.16,versicolor
5.65,2.23,4.38,0.61,setosa
6.54,2.41,3.3,1.82,setosa
5.7,3.13,5.09,0.11,setosa
7.01,2.71,1.75,1.12,versicolor
4.64,3.42,7.25,1.57,virginica
5.79,3.39,4.98,1.41,virginica
4.8,3.29,1.17,0.77,versicolor
6.09,3.73,2.64,1.6,versicolor
6.51,2.97,4.92,0.67,setosa
5.46,3.26,5.46,1.19,virginica
3.72,2.77,1.79,1.59,versicolor
5.96,3.98,4.77,1.48,versicolor
6.15,3.79,0.78,0.79,virginica
6.12,3.0,3.57,1.92,setosa
6.79,3.15,5.37,1.25,setosa
4.94,3.54,2.87,1.65,setosa
6.34,2.94,1.44,2.12,virginica
6.75,2.74,3.92,1.87,versicolor
4.38,3.35,2.79,1.87,versicolor
6.06,3.03,4.64,1.32,versicolor
5.4,3.07,2.37,1.68,versicolor
5.73,2.67,2.54,1.33,virginica
6.08,2.31,0.67,0.47,setosa
5.41,3.09,3.95,1.38,setosa
5.26,3.36,3.46,1.35,setosa
5.83,2.91,1.92,1.55,setosa
4.93,3.57,3.99,1.12,versicolor
4.93,2.72,5.24,0.74,versicolor
6.34,2.58,3.38,1.59,virginica
4.88,2.97,4.1,0.41,setosa
6.33,2.97,4.11,2.08,versicolor
6.17,3.31,1.89,1.06,versicolor
4.42,2.69,6.78,1.35,versicolor
5.26,3.55,2.99,1.54,setosa
6.76,3.79,4.68,1.55,versicolor
5.02,2.98,4.85,0.35,setosa
5.43,3.5,3.49,1.69,setosa
6.17,2.58,4.61,1.38,virginica
6.43,3.43,4.07,0.82,virginica
5.6,3.42,1.57,0.75,setosa
5.32,3.35,3.2,1.0,setosa
6.94,2.99,2.78,0.42,setosa
7.19,1.82,3.01,2.23,versicolor
6.58,2.74,1.74,2.09,versicolor
5.87,2.75,5.39,1.47,versicolor
5.15,2.61,6.1,1.07,virginica
5.14,3.05,5.17,1.08,setosa
6.22,2.83,5.61,1.65,versicolor
6.13,2.67,3.18,2.25,versicolor
6.92,2.58,2.75,0.86,virginica
6.32,2.71,2.53,0.53,virginica
4.6,3.45,4.67,2.13,setosa
6.64,2.74,4.04,0.13,setosa
5.0,2.79,3.58,0.59,versicolor
5.49,2.82,5.64,1.05,versicolor
6.0,3.14,4.31,0.26,versicolor
7.4,3.18,2.44,1.87,versicolor
8.29,1.78,2.68,1.71,versicolor
6.29,3.41,4.72,0.86,virginica
5.65,3.57,5.26,1.97,setosa
6.23,2.58,4.53,2.07,virginica
6.51,2.61,6.55,1.13,setosa
5.54,2.82,6.15,0.93,setosa
7.24,2.7,4.36,2.56,setosa
5.98,3.09,2.44,1.63,virginica
6.2,2.22,1.74,1.35,versicolor
6.33,2.55,3.12,2.02,setosa
6.14,3.62,4.83,1.38,setosa
6.47,2.63,6.44,0.9,virginica
5.31,3.5,4.33,1.25,virginica
5.35,3.14,5.45,1.82,versicolor
4.92,2.28,3.33,0.0,versicolor
6.15,3.25,4.63,1.03,setosa
6.42,2.95,4.94,2.03,virginica
6.17,2.82,0.73,0.89,versicolor
7.14,3.1,3.08,2.13,versicolor
5.8,3.19,5.12,2.05,versicolor
6.33,3.28,4.11,1.16,virginica
4.93,3.47,1.91,0.86,virginica
5.49,3.16,0.05,1.03,virginica
6.36,2.45,3.15,2.8,virginica
6.48,2.81,3.59,2.32,virginica
5.56,4.18,2.37,1.28,setosa
5.74,3.29,3.91,0.84,setosa
4.59,3.95,4.46,1.27,virginica
5.51,3.56,4.71,1.35,setosa
6.51,3.1,0.17,0.45,virginica
6.26,3.12,1.73,1.25,setosa
6.2,2.99,3.24,1.99,setosa
5.84,2.3,4.56,0.12,versicolor
5.81,3.01,4.43,1.7,virginica
5.27,3.48,4.41,2.02,setosa
6.36,2.76,3.12,0.86,setosa
6.14,3.16,3.21,2.22,versicolor
6.19,3.34,2.61,0.79,setosa
5.38,2.64,4.85,1.46,versicolor
4.08,2.82,2.32,1.02,setosa
6.68,2.59,4.98,1.02,versicolor
5.42,2.67,4.01,0.83,versicolor
5.11,2.48,3.63,1.62,virginica
6.35,2.64,2.71,1.71,virginica
5.49,3.57,1.67,1.16,setosa
6.65,2.63,2.73,0.38,virginica
6.29,3.05,3.2,1.44,virginica
6.35,2.8,0.15,1.45,virginica
4.71,3.47,3.4,1.07,setosa
6.77,3.52,5.09,2.32,setosa
6.01,3.35,4.55,0.26,virginica
5.5,3.12,2.96,-0.13,virginica
5.91,2.91,3.77,0.76,setosa
4.38,2.52,2.87,1.63,virginica
6.13,3.78,3.92,0.57,versicolor
4.98,2.7,6.01,0.61,setosa
4.72,3.27,5.15,1.77,setosa
4.58,3.42,4.48,1.48,versicolor
6.69,2.78,2.96,1.43,virginica
5.3,3.42,4.82,1.67,versicolor
7.03,3.31,1.17,0.94,virginica
5.37,3.69,3.32,0.97,virginica
4.43,2.81,4.58,1.69,setosa
4.91,2.49,4.81,0.39,setosa
6.79,2.8,4.7,-0.09,virginica
5.68,3.08,4.14,0.94,versicolor
5.36,3.02,3.41,1.76,setosa
5.93,2.84,4.51,1.35,virginica
6.2,2.24,2.27,1.71,setosa
6.69,3.19,2.43,-0.01,setosa
6.96,3.79,3.79,1.39,setosa
5.51,3.19,3.96,1.59,versicolor
4.74,3.24,0.96,0.39,versicolor
5.47,3.23,4.38,1.72,virginica
6.01,3.16,4.86,1.13,versicolor
5.03,3.37,3.58,3.04,virginica
5.03,3.16,7.26,-0.11,virginica
6.08,2.87,2.68,2.02,setosa
5.76,2.68,3.16,0.96,setosa
5.83,2.9,3.11,0.23,versicolor
5.19,3.13,3.59,0.88,virginica
5.62,2.87,3.21,1.37,virginica
5.06,3.13,1.59,1.82,setosa
6.51,3.18,2.88,2.23,setosa
6.63,3.33,3.55,2.05,setosa
4.32,3.51,5.54,0.62,versicolor
5.06,3.03,7.0,1.88,virginica
4.6,2.48,5.7,1.43,virginica
5.28,2.86,2.54,0.81,virginica
5.73,3.02,2.66,1.07,setosa
4.64,2.27,3.46,0.77,versicolor
5.06,3.56,6.38,1.22,versicolor
5.0,3.06,3.45,0.76,setosa
5.97,3.15,1.71,0.58,versicolor
5.86,3.55,2.95,1.49,versicolor
5.22,2.75,4.84,1.58,virginica
5.94,3.23,4.73,1.09,setosa
5.36,2.96,3.4,2.02,setosa
5.58,2.93,4.73,1.04,setosa
7.14,2.69,0.29,1.02,setosa
6.87,3.67,3.86,1.6,virginica
4.76,2.85,4.99,1.12,versicolor
6.46,3.28,2.45,1.25,versicolor
6.45,2.25,2.45,-0.31,virginica
4.88,3.47,0.9,1.21,versicolor
6.46,3.42,6.08,0.1,setosa
7.03,3.04,2.62,0.47,virginica
4.9,2.91,4.06,0.4,virginica
5.07,3.16,4.61,0.57,setosa
6.61,3.92,5.97,0.87,setosa
6.02,2.29,3.47,0.91,setosa
6.24,3.31,2.89,1.6,versicolor
6.07,2.64,3.96,1.33,setosa
6.11,2.99,5.63,0.06,virginica
4.74,2.9,3.44,1.25,versicolor
6.64,2.83,2.27,1.39,versicolor
6.74,3.0,1.39,1.0,virginica
5.62,2.55,1.87,1.16,versicolor
5.77,3.41,5.0,1.31,setosa
4.58,2.28,3.22,1.66,setosa
6.21,3.22,2.79,0.26,setosa
6.26,2.87,2.63,1.05,setosa
5.75,2.53,3.83,2.11,versicolor
6.7,3.08,3.34,2.05,virginica
5.53,2.38,3.29,1.71,versicolor
6.25,3.02,5.72,1.52,virginica
4.98,2.43,6.01,2.19,virginica
5.78,3.18,1.28,2.35,setosa
5.66,2.63,4.19,1.12,versicolor
5.98,2.82,2.53,0.62,setosa
5.5,3.12,3.33,1.04,versicolor
5.69,2.69,4.16,3.06,versicolor
6.46,2.98,3.38,0.26,setosa
5.45,2.39,4.05,0.92,versicolor
4.51,3.25,4.71,0.35,setosa
7.2,3.71,4.14,1.27,virginica
6.91,4.12,2.73,0.48,setosa
4.77,3.04,2.76,1.13,versicolor
6.35,3.32,1.54,0.03,versicolor
5.4,2.29,2.42,1.57,virginica
6.01,3.6,6.64,1.93,virginica
6.04,3.31,2.51,0.97,virginica
5.61,2.81,1.91,1.12,setosa
5.17,3.49,4.18,1.1,setosa
5.25,2.9,3.53,1.31,versicolor
5.07,2.82,3.41,1.18,virginica
5.13,3.19,5.81,1.66,virginica
5.75,2.57,4.52,1.94,setosa
5.23,3.41,2.91,0.71,versicolor
6.35,2.58,3.06,1.01,virginica
6.99,2.58,2.95,1.74,setosa
5.34,2.64,5.01,0.35,setosa
5.99,3.3,3.24,0.02,virginica
6.2,2.75,1.01,1.34,virginica
6.18,2.46,3.63,1.5,versicolor
5.86,2.76,1.39,0.77,virginica
6.39,2.99,6.98,0.85,setosa
6.19,2.53,2.25,0.74,virginica
4.81,2.54,3.46,0.68,virginica
6.5,3.84,4.09,1.62,versicolor
6.51,2.66,3.27,0.49,setosa
5.19,2.87,3.26,1.04,virginica
5.83,2.85,4.33,0.66,setosa
6.35,2.83,5.99,0.33,versicolor
5.63,3.25,4.85,1.72,setosa
6.66,3.38,5.92,0.89,virginica
7.69,2.88,2.13,1.31,virginica
5.17,2.51,4.18,0.3,versicolor
4.7,3.51,3.93,0.75,versicolor
6.04,2.96,4.23,1.65,versicolor
6.38,3.69,5.76,2.75,setosa
5.62,2.1,3.37,0.01,setosa
6.96,3.08,3.09,1.08,setosa
4.73,3.77,4.5,1.45,setosa
6.35,2.86,1.03,0.83,versicolor
5.32,2.91,3.34,1.71,setosa
7.18,3.12,3.5,0.68,setosa
7.39,2.78,2.32,1.29,setosa
5.19,2.88,5.29,0.89,setosa
5.36,2.86,2.11,1.93,versicolor
6.49,2.75,3.5,0.79,versicolor
5.49,3.49,4.14,0.99,virginica
5.76,3.18,5.73,1.77,virginica
5.82,3.1,3.68,0.58,setosa
4.26,3.32,5.1,1.24,setosa
5.79,2.89,4.75,0.11,versicolor
5.25,2.69,3.89,0.55,virginica
5.41,2.76,2.07,1.43,setosa
6.95,3.0,1.55,0.61,virginica
4.79,2.58,3.86,0.87,virginica
6.45,2.8,2.89,1.5,virginica
5.58,2.79,5.08,0.85,versicolor
5.58,3.85,4.82,1.69,setosa
6.43,1.89,3.42,1.33,setosa
6.07,2.93,1.96,1.46,versicolor
6.26,3.69,4.47,1.94,versicolor
6.57,3.05,2.17,1.39,versicolor
5.53,3.3,2.56,2.12,virginica
5.31,3.04,2.23,1.75,virginica
4.93,2.73,3.49,0.89,setosa
5.14,2.1,5.46,1.98,setosa
8.16,3.08,3.69,1.36,virginica
6.8,2.69,3.04,0.96,virginica
4.72,2.68,1.41,1.37,versicolor
4.74,2.8,4.53,1.87,virginica
6.19,3.7,2.53,1.47,setosa
6.24,3.96,3.88,2.29,setosa
6.24,3.09,3.17,1.85,versicolor
5.6,2.81,4.96,1.51,versicolor
5.7,2.53,3.46,0.58,setosa
6.06,3.19,3.61,1.09,virginica
5.87,3.71,4.43,1.24,virginica
4.02,2.9,6.86,1.62,setosa
5.62,2.05,5.03,1.58,virginica
5.12,3.27,3.57,1.3,virginica
5.94,3.39,3.7,1.27,setosa
8.19,2.37,2.91,1.63,setosa
6.09,3.07,2.28,0.68,versicolor
5.55,3.18,2.87,2.22,setosa
6.54,2.97,2.54,-0.03,versicolor
6.19,2.68,4.68,2.07,versicolor
6.14,3.41,2.09,1.17,virginica
6.29,2.84,5.7,1.8,setosa
7.45,2.41,4.83,1.42,virginica
4.9,2.18,3.73,1.41,setosa
6.18,3.5,3.7,1.53,setosa
5.06,3.25,2.86,1.69,virginica
6.24,3.04,4.11,1.0,versicolor
5.07,2.82,5.33,1.82,setosa
5.47,2.79,2.65,0.55,versicolor
5.56,2.57,1.4,1.2,virginica
6.58,2.83,4.75,1.7,virginica
6.53,2.15,4.19,1.8,setosa
4.8,2.71,2.02,1.48,virginica
5.84,2.88,2.6,0.96,setosa
5.23,3.24,2.41,1.74,setosa
4.79,2.98,2.61,0.8,setosa
5.63,3.32,3.21,2.25,setosa
5.55,3.54,3.3,1.15,setosa
7.74,3.42,2.72,0.28,virginica
6.15,3.19,2.56,0.48,setosa
4.7,3.0,3.36,1.23,versicolor
5.35,2.61,3.95,1.28,setosa
6.62,3.3,3.23,2.38,setosa
7.47,3.67,5.44,0.58,setosa
4.53,3.14,4.46,1.22,virginica
4.3,3.77,1.31,0.56,versicolor
7.3,2.39,4.49,0.9,versicolor
6.11,2.54,4.61,2.21,versicolor
5.11,3.34,3.05,0.52,virginica
6.23,3.11,1.46,1.55,virginica
3.69,3.53,3.71,1.44,setosa
5.8,2.99,3.69,1.19,virginica
6.06,2.65,2.02,1.51,versicolor
6.54,2.91,1.52,0.5,versicolor
4.99,2.39,3.57,2.19,virginica
5.87,2.55,3.35,2.35,virginica
5.06,3.39,3.07,1.23,versicolor
6.0,3.35,3.57,2.65,versicolor
5.08,3.15,2.05,0.96,versicolor
5.47,2.31,3.05,1.44,versicolor
5.0,2.86,4.5,2.06,versicolor
6.32,2.51,3.18,0.92,virginica
6.49,3.47,1.19,0.37,virginica
5.61,2.77,2.99,0.23,setosa
5.83,2.57,2.09,2.44,setosa
4.64,3.01,4.1,0.88,setosa
5.56,2.74,4.18,1.09,virginica
5.76,3.59,1.21,0.53,setosa
7.9,2.71,4.84,1.77,setosa
4.91,2.44,2.03,0.73,virginica
6.97,2.14,6.04,0.91,versicolor
6.6,2.99,3.63,1.38,virginica
6.02,2.78,1.83,0.56,virginica
7.21,2.43,1.99,1.09,versicolor
6.1,3.48,4.22,2.04,setosa
6.11,3.27,3.11,1.46,virginica
5.76,2.99,3.56,1.28,virginica
6.78,3.55,6.12,1.33,versicolor
6.68,3.27,2.65,0.97,virginica
5.3,2.67,3.79,2.4,setosa
4.74,2.58,5.83,0.71,versicolor
5.64,3.33,4.11,1.33,virginica
5.16,3.16,1.29,1.27,setosa
5.75,3.07,4.46,1.81,setosa
6.79,2.66,1.96,1.86,virginica
5.43,3.24,5.81,1.18,setosa
5.77,2.7,2.47,1.37,versicolor
5.85,2.96,8.15,1.4,setosa
6.48,3.58,5.9,-0.16,versicolor
4.0,2.74,2.51,0.25,versicolor
5.31,2.37,3.73,0.84,versicolor
5.97,2.58,4.83,0.86,virginica
6.76,3.4,4.88,0.48,setosa
5.41,3.1,4.36,1.65,virginica
4.3,2.95,5.58,1.2,virginica
6.3,2.8,3.52,1.07,versicolor
5.29,3.19,3.15,0.45,virginica
4.85,2.66,3.18,1.17,setosa
5.3,3.12,4.99,-0.38,virginica
5.65,2.71,4.25,1.1,virginica
5.32,2.64,4.14,1.24,versicolor
4.04,2.75,4.89,1.35,versicolor
6.52,2.85,0.62,0.26,virginica
6.82,2.98,4.17,1.33,versicolor
6.32,3.09,4.03,0.58,virginica
4.89,1.52,6.2,0.71,setosa
5.64,2.68,1.41,1.63,setosa
5.79,2.84,6.04,2.41,versicolor
6.28,3.6,3.81,1.23,setosa
6.33,2.57,4.43,0.71,setosa
5.21,3.07,6.21,1.31,virginica
5.87,3.6,4.54,1.76,versicolor
6.17,2.47,4.3,1.57,setosa
6.96,3.16,4.06,2.85,versicolor
6.36,2.68,2.97,0.77,versicolor
6.43,2.8,3.66,1.35,versicolor
5.87,2.68,2.63,2.13,setosa
6.93,2.71,3.63,2.09,versicolor
6.13,4.09,0.2,0.03,versicolor
5.11,3.34,4.34,1.2,virginica
6.92,3.44,3.52,2.09,virginica
6.36,3.2,3.2,2.93,virginica
5.45,2.36,4.03,1.62,virginica
5.42,3.16,1.55,0.98,versicolor
6.04,3.43,6.59,0.59,virginica
6.17,2.66,3.55,2.53,virginica
5.96,3.39,3.48,1.64,setosa
6.05,3.28,2.25,0.69,virginica
7.16,3.74,3.74,1.08,virginica
6.66,2.83,5.78,1.39,setosa
5.95,2.56,5.25,1.53,versicolor
6.55,2.86,4.98,0.66,versicolor
4.97,3.57,4.52,0.83,setosa
6.12,2.27,3.16,0.21,setosa
7.25,2.17,1.52,1.82,versicolor
5.63,3.04,3.4,1.0,virginica
5.12,2.82,3.35,1.48,setosa
5.28,3.0,5.27,2.05,setosa
4.93,3.38,4.16,1.33,setosa
5.17,2.78,6.12,1.13,versicolor
5.5,2.25,5.5,1.32,versicolor
4.68,3.82,3.02,1.24,versicolor
5.81,2.6,1.01,1.95,versicolor
6.52,2.58,5.78,1.39,versicolor
5.07,3.44,5.74,0.87,virginica
7.02,2.85,1.65,1.83,virginica
6.21,2.97,5.96,1.94,versicolor
6.62,3.19,4.27,0.4,versicolor
5.27,3.43,3.94,2.12,versicolor
6.48,2.87,6.12,1.42,setosa
4.93,3.61,5.72,1.37,setosa
6.51,2.15,4.68,1.8,versicolor
5.94,3.3,4.41,0.86,versicolor
6.24,2.66,4.62,1.77,setosa
4.86,3.55,3.1,0.97,setosa
5.08,3.06,3.62,0.32,setosa
6.28,2.73,2.35,0.6,setosa
5.04,3.27,3.2,1.54,setosa
6.17,3.36,3.15,0.63,versicolor
4.71,3.26,2.75,2.17,versicolor
6.48,2.59,3.91,1.91,setosa
4.81,2.81,3.21,2.0,versicolor
6.24,3.0,4.45,1.27,setosa
6.3,2.98,1.27,1.35,setosa
5.24,3.3,3.53,0.48,setosa
6.27,2.19,3.9,1.8,versicolor
6.01,3.13,3.23,1.43,versicolor
5.37,2.88,3.44,1.54,versicolor
4.99,2.66,1.32,2.21,versicolor
4.23,2.7,4.23,0.84,virginica
6.08,2.91,4.67,1.12,setosa
4.55,1.56,4.44,1.4,setosa
5.88,2.72,5.26,0.64,versicolor
5.59,2.65,4.0,1.09,versicolor
6.34,3.21,4.42,1.5,virginica
5.56,2.68,3.93,1.0,setosa
5.54,2.91,4.73,1.99,setosa
6.39,3.62,1.33,0.29,versicolor
6.07,3.4,2.36,1.87,versicolor
6.05,3.36,6.08,1.6,virginica
6.18,2.8,0.01,0.86,setosa
4.57,3.22,3.49,0.65,virginica
6.41,2.91,5.46,-0.05,setosa
6.29,2.92,3.56,0.72,versicolor
4.99,3.16,3.09,1.83,virginica
5.6,2.76,3.89,1.17,versicolor
5.77,3.6,3.17,1.9,setosa
5.69,2.94,3.75,0.83,setosa
6.07,3.25,2.67,1.62,virginica
6.95,3.58,5.36,0.77,versicolor
6.67,3.41,5.83,0.62,setosa
4.75,2.44,3.5,1.14,setosa
6.3,3.18,1.62,0.8,virginica
6.86,3.34,2.91,0.27,virginica
6.11,3.36,3.42,1.09,versicolor
6.67,2.55,4.46,1.26,virginica
7.41,2.74,2.19,1.96,setosa
6.62,3.4,2.55,1.76,versicolor
6.0,2.7,4.47,1.93,versicolor
6.64,2.88,5.11,1.63,versicolor
5.92,3.63,2.77,1.4,setosa
5.82,2.98,1.7,0.46,virginica
5.52,2.71,8.63,1.29,versicolor
7.05,2.65,4.87,1.56,setosa
5.15,3.13,3.3,2.07,virginica
7.03,2.47,5.0,1.61,versicolor
6.2,2.9,3.51,1.94,virginica
4.68,3.13,5.0,0.58,virginica
6.09,3.52,3.94,1.0,virginica
4.12,3.27,3.84,1.46,setosa
6.3,2.71,3.53,1.9,versicolor
6.51,3.47,1.53,1.11,versicolor
5.33,2.88,6.61,1.15,versicolor
5.9,2.51,2.29,1.61,setosa
7.36,2.93,1.66,0.52,virginica
5.4,3.58,3.38,2.16,setosa
4.95,3.07,2.26,0.67,versicolor
6.99,3.01,3.62,0.05,virginica
7.37,3.65,4.73,1.21,setosa
5.8,2.43,5.19,2.22,setosa
6.61,2.49,4.92,1.55,setosa
6.87,2.35,3.24,1.65,setosa
5.21,3.15,3.77,1.22,virginica
5.41,3.07,4.31,1.11,setosa
6.78,3.62,1.06,0.27,virginica
7.15,3.1,4.56,-0.16,setosa
6.25,2.84,1.51,1.32,versicolor
5.1,3.0,6.76,1.99,setosa
7.39,3.05,3.09,1.41,setosa
5.38,2.33,3.42,1.57,versicolor
5.53,4.08,2.55,2.15,virginica
6.07,3.21,2.76,1.4,setosa
7.04,3.08,7.11,1.13,setosa
6.48,3.25,5.11,0.71,versicolor
6.13,3.28,1.38,2.41,virginica
6.17,2.94,5.96,1.52,versicolor
